time (secs)	Normal N	Axial N	Pitch Nm	Normal V	Axial V	Pitch V
0.000000	-0.757421	-0.306054	-0.106142	-0.000913	-0.000264	-0.004862
2.500000E-5	-3.667540	-0.508331	0.058686	-0.004457	-0.000425	0.001099
5.000000E-5	0.574956	0.078700	0.068439	0.000698	5.834936E-5	0.003193
7.500000E-5	0.834460	-0.092755	0.042885	0.001020	-0.000103	0.002227
1.000000E-4	1.518414	-4.235229	0.022061	0.001987	-0.003969	0.002388
0.000125	-0.588789	1.082674	-0.083188	-0.000752	0.001025	-0.004056
0.000150	-1.297301	-0.810911	0.116179	-0.001557	-0.000747	0.004643
0.000175	1.923204	1.133572	0.026491	0.002309	0.001025	0.001743
0.000200	-0.224027	-0.122070	-0.080782	-0.000269	-0.000103	-0.003573
0.000225	-2.109858	-1.530630	-0.031439	-0.002524	-0.001392	-0.001962
0.000250	-0.363306	-0.451336	0.104969	-0.000430	-0.000425	0.004482
0.000275	1.371001	0.250720	-0.064890	0.001665	0.000219	-0.002284
0.000300	-3.010465	-0.662552	0.140850	-0.003652	-0.000586	0.004965
0.000325	1.794677	1.295640	-0.060759	0.002148	0.001186	-0.002123
0.000350	-1.952520	-0.638533	0.212468	-0.002363	-0.000586	0.008510
0.000375	0.980094	0.427400	0.032574	0.001181	0.000381	0.001743
0.000400	-1.263242	0.552023	-0.093815	-0.001557	0.000542	-0.004701
0.000425	-1.597915	-2.200088	0.109367	-0.001880	-0.002036	0.004482
0.000450	2.291769	0.094749	-0.041036	0.002792	5.834936E-5	-0.000834
0.000475	-2.765619	-1.363548	0.012801	-0.003329	-0.001230	-0.000351
0.000500	0.947673	-0.790796	-0.035561	0.001181	-0.000747	-0.000995
0.000525	-2.759805	-1.177955	0.136193	-0.003329	-0.001069	0.004965
0.000550	1.914901	0.794919	0.099437	0.002309	0.000703	0.004965
0.000575	1.081588	-0.771433	0.134185	0.001342	-0.000747	0.006415
0.000600	-1.156591	-0.467648	0.067985	-0.001396	-0.000425	0.002549
0.000625	-0.889249	-0.304990	-0.075129	-0.001074	-0.000264	-0.003573
0.000650	-1.467132	-2.211366	-0.022027	-0.001718	-0.002036	-0.001156
0.000675	-2.497503	-1.193324	-0.055957	-0.003007	-0.001069	-0.003251
0.000700	-3.152142	-1.015272	0.096099	-0.003813	-0.000908	0.003032
0.000725	2.032652	0.269987	0.021696	0.002470	0.000219	0.001743
0.000750	1.298396	2.504475	-0.002409	0.001504	0.002314	-2.866374E-5
0.000775	1.502944	0.250790	-0.084751	0.001826	0.000219	-0.003090
0.000800	-1.312035	-1.341209	0.006249	-0.001557	-0.001230	-2.866374E-5
0.000825	0.824959	-0.443135	0.000580	0.001020	-0.000425	0.000455
0.000850	-1.876112	-2.726366	0.080054	-0.002202	-0.002519	0.003193
0.000875	2.849593	-3.862202	0.081392	0.003598	-0.003647	0.005449
0.000900	1.890627	-0.086138	-0.056515	0.002309	-0.000103	-0.001640
0.000925	-0.869899	0.399175	0.042941	-0.001074	0.000381	0.001421
0.000950	-2.871766	-0.338960	-0.100668	-0.003491	-0.000264	-0.005506
0.000975	-3.206943	-3.095988	0.054183	-0.003813	-0.002841	0.001582
0.001000	0.560222	-0.451599	-0.041490	0.000698	-0.000425	-0.001479
0.001025	-0.103415	-0.619008	0.116592	-0.000107	-0.000586	0.005126
0.001050	3.640519	1.154539	-0.034653	0.004403	0.001025	-0.000190
0.001075	-1.673845	0.021134	-0.147881	-0.002041	5.834936E-5	-0.007117
0.001100	-2.096825	-1.016977	-0.085092	-0.002524	-0.000908	-0.004378
0.001125	-2.086319	-0.656761	0.053875	-0.002524	-0.000586	0.001582
0.001150	2.816050	-0.067864	-0.020803	0.003437	-0.000103	0.000294
0.001175	-1.044191	-1.173633	-0.088534	-0.001235	-0.001069	-0.004056
0.001200	-2.495144	-1.170248	0.170827	-0.003007	-0.001069	0.006576
0.001225	0.961557	-0.268820	-0.007423	0.001181	-0.000264	0.000132
0.001250	1.104354	0.094870	0.145144	0.001342	5.834936E-5	0.006737
0.001275	1.265781	1.284387	-0.089133	0.001504	0.001186	-0.003573
0.001300	-2.765503	-1.362414	0.023955	-0.003329	-0.001230	0.000132
0.001325	2.042617	0.624906	0.108614	0.002470	0.000542	0.005449
0.001350	-0.082660	0.227624	-0.065773	-0.000107	0.000219	-0.002928
0.001375	-1.308426	-1.177179	-0.082273	-0.001557	-0.001069	-0.003895
0.001400	-2.797885	-2.580232	-0.040462	-0.003329	-0.002358	-0.002445
0.001425	-1.807234	-0.121782	0.168697	-0.002202	-0.000103	0.006576
0.001450	2.556855	0.106617	0.034494	0.003115	5.834936E-5	0.002549
0.001475	3.212692	-0.059708	-0.002311	0.003920	-0.000103	0.001260
0.001500	-0.491485	-0.285863	0.051179	-0.000591	-0.000264	0.002066
0.001525	2.333807	1.664460	0.080557	0.002792	0.001508	0.004160
0.001550	2.673407	-0.430041	-0.158498	0.003276	-0.000425	-0.005667
0.001575	-0.235900	-0.624375	0.084404	-0.000269	-0.000586	0.003677
0.001600	1.527528	1.134873	0.100944	0.001826	0.001025	0.004804
0.001625	1.493753	-0.096563	-0.097313	0.001826	-0.000103	-0.003573
0.001650	0.566190	-0.264492	0.096772	0.000698	-0.000264	0.004482
0.001675	-1.667761	0.209375	0.001535	-0.002041	0.000219	-0.000673
0.001700	-0.075918	0.422296	0.146844	-0.000107	0.000381	0.006254
0.001725	3.005979	2.172792	-0.128165	0.003598	0.001992	-0.004701
0.001750	-3.390426	0.007355	-0.016099	-0.004135	5.834936E-5	-0.002123
0.001775	-2.615408	-0.669906	0.006913	-0.003168	-0.000586	-0.000673
0.001800	0.693712	-0.436396	0.087360	0.000859	-0.000425	0.004160
0.001825	3.751359	0.304573	0.094392	0.004564	0.000219	0.005610
0.001850	1.421071	2.156435	-0.042268	0.001665	0.001992	-0.001640
0.001875	-1.002152	0.396078	0.033059	-0.001235	0.000381	0.000938
0.001900	0.693016	-0.443206	0.020440	0.000859	-0.000425	0.001260
0.001925	0.300447	-0.282792	-0.041960	0.000376	-0.000264	-0.001640
0.001950	-1.426949	-0.659813	-0.078887	-0.001718	-0.000586	-0.003895
