time (secs)	Normal N	Axial N	Pitch Nm	Normal V	Axial V	Pitch V
0.000000	-3.813094	-2.179162	0.037726	-0.004581	-0.001977	0.000443
0.000100	-0.903285	-1.979910	-0.156845	-0.001037	-0.001816	-0.006807
0.000200	-4.660833	0.750719	0.066042	-0.005709	0.000762	0.000765
0.000300	-2.322900	-0.768922	0.066553	-0.002809	-0.000688	0.002054
0.000400	1.356269	-1.431011	-0.213526	0.001702	-0.001333	-0.008418
0.000500	-0.067806	-0.392374	0.016603	-7.032190E-5	-0.000366	0.000765
0.000600	2.545617	-1.412217	-0.213817	0.003152	-0.001333	-0.007935
0.000700	-0.833324	0.635266	0.035896	-0.001037	0.000601	0.001087
0.000800	-0.073001	-0.571915	-0.047304	-7.032190E-5	-0.000527	-0.001974
0.000900	0.451008	-0.737176	-0.053095	0.000574	-0.000688	-0.001974
0.001000	0.432895	3.594270	0.021559	0.000413	0.003339	0.000443
0.001100	4.700995	0.180564	-0.194361	0.005729	0.000117	-0.006485
0.001200	0.046024	3.939142	0.071397	-7.032190E-5	0.003661	0.002376
0.001300	0.733433	-0.040814	-0.052820	0.000896	-4.382736E-5	-0.001974
0.001400	-1.343140	1.325529	0.099568	-0.001681	0.001245	0.003503
0.001500	1.266248	0.137495	-0.083226	0.001541	0.000117	-0.003102
0.001600	-0.978610	0.118515	0.079667	-0.001198	0.000117	0.003020
0.001700	-3.234477	-0.265598	0.055262	-0.003937	-0.000205	0.001087
0.001800	0.874220	0.303205	-0.093578	0.001057	0.000278	-0.003746
0.001900	-2.281209	0.797385	0.154686	-0.002809	0.000762	0.005598
0.002000	-0.280889	1.520388	0.149584	-0.000393	0.001406	0.006081
0.002100	0.903264	1.359641	0.085386	0.001057	0.001245	0.003826
0.002200	3.031300	-3.110873	0.015705	0.003796	-0.002944	0.002537
0.002300	-0.178221	0.461753	-0.071547	-0.000231	0.000439	-0.003263
0.002400	-2.237649	2.510699	-0.013003	-0.002809	0.002373	-0.001974
0.002500	3.964367	2.263127	-0.010976	0.004763	0.002050	0.000765
0.002600	-0.453556	-0.036532	0.174256	-0.000554	-4.382736E-5	0.007370
0.002700	1.266789	0.142791	-0.031177	0.001541	0.000117	-0.000846
0.002800	0.614523	0.472769	-0.086612	0.000735	0.000439	-0.003585
0.002900	0.173044	-1.261185	-0.060102	0.000252	-0.001172	-0.002296
0.003000	0.077867	0.128159	0.010009	9.077631E-5	0.000117	0.000443
0.003100	6.810068	0.033173	-0.271179	0.008307	-4.382736E-5	-0.008901
0.003200	-1.726441	1.834054	0.057165	-0.002165	0.001728	0.001409
0.003300	-1.368961	0.429341	-0.205095	-0.001681	0.000439	-0.009546
0.003400	1.057511	-2.802030	-0.041885	0.001380	-0.002621	-0.000846
0.003500	1.272888	0.459881	-0.316036	0.001541	0.000439	-0.013251
0.003600	-3.564227	2.182689	0.370081	-0.004420	0.002050	0.014136
0.003700	2.980224	-0.002920	-0.029824	0.003635	-4.382736E-5	-4.074251E-5
0.003800	3.175542	2.419168	-0.054690	0.003796	0.002212	-0.001491
0.003900	1.689692	1.180146	-0.101402	0.002024	0.001084	-0.003907
0.004000	-2.365441	-2.343550	-0.103371	-0.002809	-0.002138	-0.005035
0.004100	-1.945414	3.560466	0.059320	-0.002487	0.003339	0.001087
0.004200	-1.599653	1.654962	-0.022884	-0.002004	0.001567	-0.001974
0.004300	5.672143	1.933336	-0.118143	0.006857	0.001728	-0.003102
0.004400	2.168169	-0.717722	-0.129111	0.002668	-0.000688	-0.004551
0.004500	0.095476	0.815300	-0.039221	9.077631E-5	0.000762	-0.001813
0.004600	-0.001364	2.188377	-0.128974	-7.032190E-5	0.002050	-0.006001
0.004700	-0.455721	-0.057716	-0.033940	-0.000554	-4.382736E-5	-0.001652
0.004800	2.490105	1.394912	0.185377	0.002991	0.001245	0.008820
0.004900	-3.060573	6.326932	0.223314	-0.003937	0.005917	0.007209
0.005000	3.258305	0.522223	-0.011664	0.003957	0.000439	0.000765
0.005100	-1.434322	2.882686	0.118335	-0.001842	0.002695	0.003987
0.005200	-2.521828	1.668465	0.253697	-0.003131	0.001567	0.009625
0.005300	2.825011	4.149293	0.004502	0.003313	0.003823	0.000604
