time (secs)	Normal N	Axial N	Pitch Nm	Normal V	Axial V	Pitch V
0.000000	-0.618754	-0.943838	-0.130266	-0.000723	-0.000858	-0.005729
2.500000E-5	-1.218707	-3.709708	-0.021203	-0.001368	-0.003435	-0.000735
5.000000E-5	0.395669	2.390751	0.186514	0.000404	0.002203	0.007803
7.500000E-5	3.215729	-0.862349	0.074512	0.003949	-0.000858	0.004742
1.000000E-4	3.263750	1.023317	-0.099907	0.003949	0.000914	-0.003152
0.000125	-0.456336	0.126665	0.166394	-0.000562	0.000109	0.006997
0.000150	-0.043784	-4.218187	-0.101682	8.224939E-5	-0.003918	-0.003635
0.000175	-1.384967	0.076993	-0.177893	-0.001690	0.000109	-0.008307
0.000200	2.212778	1.196240	0.063399	0.002660	0.001076	0.003453
0.000225	-1.716496	2.507878	-0.034090	-0.002173	0.002364	-0.002669
0.000250	0.923637	2.392924	0.125661	0.001049	0.002203	0.005386
0.000275	0.071593	0.128461	0.101824	8.224939E-5	0.000109	0.004420
0.000300	-3.431878	-2.517679	0.139187	-0.004106	-0.002308	0.005064
0.000325	2.253772	2.755737	0.084612	0.002660	0.002525	0.004097
0.000350	-1.853634	-2.695238	-0.151892	-0.002173	-0.002469	-0.006857
0.000375	-3.579484	-3.057127	-0.040109	-0.004267	-0.002791	-0.002669
0.000400	-1.393941	-0.396940	0.266126	-0.001690	-0.000374	0.011025
0.000425	-1.033006	-1.639135	-0.099528	-0.001207	-0.001502	-0.004441
0.000450	0.313642	-0.728622	0.140370	0.000404	-0.000697	0.006353
0.000475	2.543224	-1.245237	-0.184501	0.003143	-0.001180	-0.006696
0.000500	0.851510	4.780068	-0.201519	0.000888	0.004459	-0.009274
0.000525	1.396262	0.309085	-0.029157	0.001693	0.000270	-0.000735
0.000550	0.599599	0.131013	0.044688	0.000727	0.000109	0.002164
0.000575	2.356362	1.696346	-0.143954	0.002821	0.001559	-0.005568
0.000600	0.100612	1.313368	-0.157206	8.224939E-5	0.001237	-0.007018
0.000625	-3.437653	-2.702894	0.019514	-0.004106	-0.002469	-9.105602E-5
0.000650	1.072340	-1.951691	-0.098976	0.001371	-0.001824	-0.003474
0.000675	-0.403081	-2.831254	-0.014156	-0.000401	-0.002630	-0.000252
0.000700	-0.790532	-2.492057	-0.020085	-0.000884	-0.002308	-0.000735
0.000725	-0.557869	1.325120	0.061066	-0.000723	0.001237	0.002164
0.000750	-1.160503	-1.595702	0.347877	-0.001368	-0.001502	0.014891
