time (secs)	Normal N	Axial N	Pitch Nm	Normal V	Axial V	Pitch V
0.000000	-1.517554	-1.812130	0.332938	-0.001796	-0.001697	0.014134
0.000100	2.778172	0.968957	-0.202097	0.003359	0.000881	-0.007775
0.000200	1.401798	-0.875952	-1.122152	0.001748	-0.000730	-0.047889
0.000300	-4.440316	-2.138109	-0.717945	-0.005340	-0.001858	-0.032584
0.000400	-1.703551	1.266624	0.021001	-0.002118	0.001203	-4.248850E-5
0.000500	-1.809567	-2.602308	-0.589345	-0.002118	-0.002341	-0.025818
0.000600	2.784866	-3.602934	-0.939220	0.003520	-0.003308	-0.038867
0.000700	1.464460	-3.999267	0.472983	0.001909	-0.003791	0.021867
0.000800	-0.360484	2.270805	-0.519129	-0.000507	0.002169	-0.023080
0.000900	-6.377509	4.453291	-0.232125	-0.007918	0.004264	-0.013575
0.001000	-0.071075	2.906788	0.588338	-0.000185	0.002653	0.024928
0.001100	-3.127843	-2.591665	-0.279207	-0.003729	-0.002341	-0.012930
0.001200	-0.328453	3.099049	0.818370	-0.000507	0.002814	0.034755
0.001300	2.359334	-4.666013	-1.121804	0.003037	-0.004274	-0.046761
0.001400	-1.706812	1.105998	0.142983	-0.002118	0.001042	0.005274
0.001500	3.397802	-0.066468	-1.977920	0.004165	7.515324E-5	-0.084297
0.001600	-1.432753	1.591799	-0.225506	-0.001796	0.001525	-0.010675
0.001700	-3.015302	-3.424987	0.013420	-0.003568	-0.003147	-4.248850E-5
0.001800	-7.322681	-1.425284	-0.062565	-0.008884	-0.001214	-0.005520
0.001900	0.053642	-1.801218	-1.507044	0.000137	-0.001536	-0.064965
0.002000	-3.837062	0.788765	-0.945272	-0.004696	0.000881	-0.042733
0.002100	4.211791	0.667248	-1.692745	0.005131	0.000720	-0.071731
0.002200	0.616087	3.819217	0.949845	0.000620	0.003458	0.040715
0.002300	4.254623	1.729885	0.247738	0.005131	0.001525	0.012201
0.002400	0.808762	1.063228	1.032689	0.000943	0.000881	0.044904
