time (secs)	Normal N	Axial N	Pitch Nm	Normal V	Axial V	Pitch V
0.000000	-5.837220	-1.080865	-0.082984	-0.007084	-0.000913	-0.005846
0.000100	-1.293993	0.896479	-0.055265	-0.001606	0.000859	-0.003107
0.000200	-5.470602	-2.267451	0.097875	-0.006600	-0.002040	0.002370
0.000300	-1.632225	3.133070	-0.120363	-0.002090	0.002954	-0.006490
0.000400	-1.171835	0.414672	0.290820	-0.001445	0.000376	0.012036
0.000500	-2.422184	-1.874214	0.088626	-0.002895	-0.001718	0.003176
0.000600	-5.753607	-2.969487	0.041833	-0.006922	-0.002685	-4.613480E-5
0.000700	-8.798531	1.823676	0.025163	-0.010789	0.001826	-0.002946
0.000800	4.018051	2.007186	-0.165104	0.004838	0.001826	-0.005846
0.000900	2.244800	-0.234318	0.180584	0.002743	-0.000268	0.008814
0.001000	1.468352	-4.594559	-0.053741	0.001938	-0.004296	-0.000852
0.001100	1.142612	-1.849610	-0.224541	0.001455	-0.001718	-0.008907
0.001200	2.686950	1.634916	-0.217000	0.003227	0.001504	-0.008584
0.001300	1.210987	0.750056	-0.184228	0.001455	0.000698	-0.007618
0.001400	-1.506689	2.813024	0.114893	-0.001928	0.002631	0.003820
0.001500	2.252213	0.095634	0.022129	0.002743	5.378040E-5	0.001887
0.001600	1.441782	-0.603279	0.078988	0.001777	-0.000591	0.004142
0.001700	-2.537369	-1.195465	-0.022535	-0.003056	-0.001074	-0.001818
0.001800	-2.709070	-2.742928	0.095082	-0.003217	-0.002524	0.003498
0.001900	0.611150	-2.014680	-0.064012	0.000810	-0.001879	-0.002140
0.002000	2.908398	-0.067286	0.018784	0.003549	-0.000107	0.002048
0.002100	-3.748632	-2.072240	0.048589	-0.004506	-0.001879	0.000920
0.002200	-3.051839	-0.679446	0.029279	-0.003700	-0.000591	0.000115
0.002300	1.288980	-1.322268	-0.164214	0.001616	-0.001235	-0.006329
0.002400	-1.833486	0.395405	0.204233	-0.002251	0.000376	0.008009
0.002500	-0.277081	-0.639378	-0.008578	-0.000317	-0.000591	-0.000368
0.002600	-0.131949	-0.124141	-0.067220	-0.000156	-0.000107	-0.002946
0.002700	0.768696	-0.991841	-0.235791	0.000971	-0.000913	-0.009712
0.002800	-1.701852	0.392449	0.154631	-0.002090	0.000376	0.005914
0.002900	-1.981672	-0.149718	-0.030829	-0.002412	-0.000107	-0.002140
0.003000	-2.223605	0.708500	-0.058222	-0.002734	0.000698	-0.003590
0.003100	3.004039	-1.452091	-0.006714	0.003710	-0.001396	0.001243
0.003200	1.398235	-2.187744	-0.187598	0.001777	-0.002040	-0.007134
0.003300	-1.220229	-1.345928	-0.006213	-0.001445	-0.001235	-0.000529
0.003400	-0.631878	0.920286	0.075934	-0.000801	0.000859	0.002854
0.003500	-3.652837	1.567974	0.111718	-0.004506	0.001504	0.003015
0.003600	-0.804816	-0.639282	0.074582	-0.000962	-0.000591	0.003015
0.003700	0.570542	1.453111	0.025708	0.000649	0.001343	0.001082
0.003800	-1.952899	0.904070	0.122110	-0.002412	0.000859	0.004304
0.003900	-2.634016	0.179503	-0.093699	-0.003217	0.000215	-0.005201
0.004000	0.779744	-0.626330	-0.044775	0.000971	-0.000591	-0.001496
0.004100	1.482273	0.951300	0.051870	0.001777	0.000859	0.002693
0.004200	3.044725	0.104380	-0.015243	0.003710	5.378040E-5	0.000598
0.004300	-2.103999	0.201726	0.042490	-0.002573	0.000215	0.000920
0.004400	-2.767197	0.167327	-0.192807	-0.003378	0.000215	-0.009551
0.004500	-1.398053	1.941495	0.032025	-0.001767	0.001826	0.000437
0.004600	2.370350	-0.425515	-0.018435	0.002905	-0.000430	0.000276
0.004700	-0.532202	-0.296327	0.002810	-0.000640	-0.000268	-4.613480E-5
0.004800	-0.244620	0.579197	0.063274	-0.000317	0.000537	0.002531
0.004900	-1.279027	1.429047	0.076971	-0.001606	0.001343	0.002531
0.005000	-0.378381	0.561346	-0.091600	-0.000479	0.000537	-0.004235
0.005100	-4.058633	1.212843	0.084381	-0.004989	0.001181	0.001726
0.005200	-2.859861	1.581260	0.118959	-0.003539	0.001504	0.003659
0.005300	3.048528	0.270302	-0.085176	0.003710	0.000215	-0.002463
0.005400	1.835215	-0.626522	-0.211095	0.002260	-0.000591	-0.008262
0.005500	1.443033	-0.462325	-0.236318	0.001777	-0.000430	-0.009551
0.005600	3.851778	0.641533	0.038725	0.004677	0.000537	0.003176
0.005700	-3.858507	3.810689	0.086244	-0.004828	0.003598	0.001404
0.005800	-0.316259	2.842409	0.218700	-0.000479	0.002631	0.008814
0.005900	-0.859308	-2.716972	0.062408	-0.000962	-0.002524	0.002854
0.006000	-2.000442	-0.848208	-0.093132	-0.002412	-0.000752	-0.004718
0.006100	-0.951108	-1.165868	0.021690	-0.001123	-0.001074	0.000759
0.006200	-1.183192	0.046134	0.070062	-0.001445	5.378040E-5	0.002531
0.006300	1.277262	-1.823059	0.015843	0.001616	-0.001718	0.001565
0.006400	5.626924	2.901573	-0.124792	0.006771	0.002631	-0.003590
0.006500	1.890635	1.460248	-0.109695	0.002260	0.001343	-0.004235
0.006600	-4.081515	0.345405	0.062269	-0.004989	0.000376	0.000920
0.006700	-3.857811	3.817498	0.153164	-0.004828	0.003598	0.004304
0.006800	-2.445841	2.274287	0.065914	-0.003056	0.002148	0.001404
0.006900	-2.712139	2.121843	0.309408	-0.003378	0.001987	0.011875
0.007000	1.082175	0.780627	0.136772	0.001294	0.000698	0.006237
0.007100	-2.822825	2.973322	0.195234	-0.003539	0.002792	0.006720
0.007200	3.163364	-0.411851	-0.007476	0.003871	-0.000430	0.001082
0.007300	2.086378	-1.137008	-0.167421	0.002582	-0.001074	-0.006168
0.007400	-1.442696	0.217589	0.095616	-0.001767	0.000215	0.003498
0.007500	0.916572	4.573760	0.043284	0.000971	0.004242	0.001404
0.007600	2.079970	3.566381	0.161452	0.002421	0.003276	0.007203
0.007700	-2.219261	0.879718	-0.076106	-0.002734	0.000859	-0.004396
0.007800	-1.126960	2.140848	0.249535	-0.001445	0.001987	0.009942
0.007900	-1.838875	0.213973	0.121738	-0.002251	0.000215	0.004465
0.008000	-2.232526	0.363795	-0.044760	-0.002734	0.000376	-0.002946
0.008100	-0.078114	-3.076386	-0.192004	4.776305E-6	-0.002846	-0.007779
0.008200	-3.841761	-0.662846	0.315742	-0.004667	-0.000591	0.012197
0.008300	-2.351359	0.878134	-0.071117	-0.002895	0.000859	-0.004235
0.008400	2.956998	1.824054	-0.099869	0.003549	0.001665	-0.003429
0.008500	-2.659425	-0.841373	0.076809	-0.003217	-0.000752	0.002370
0.008600	-1.862298	-0.658761	0.047577	-0.002251	-0.000591	0.001404
0.008700	5.281783	-0.210375	-0.056859	0.006449	-0.000268	-0.000207
0.008800	-5.874774	2.416811	0.300441	-0.007245	0.002309	0.010103
0.008900	2.376448	-0.108424	-0.303294	0.002905	-0.000107	-0.012128
0.009000	1.734921	-4.439467	-0.271211	0.002260	-0.004135	-0.010195
0.009100	1.179571	-0.458305	-0.155701	0.001455	-0.000430	-0.006168
0.009200	-0.248965	0.407979	0.081159	-0.000317	0.000376	0.003337
0.009300	-1.658060	2.108032	0.009249	-0.002090	0.001987	-0.000691
0.009400	-0.048954	-2.018815	-0.001888	4.776305E-6	-0.001879	0.000276
0.009500	1.453114	-0.106270	-0.138246	0.001777	-0.000107	-0.005362
0.009600	1.516164	2.183872	0.261281	0.001777	0.001987	0.011553
0.009700	-2.330564	-3.298360	-0.323520	-0.002734	-0.003007	-0.014384
0.009800	1.658783	-2.348985	-0.112772	0.002099	-0.002202	-0.003751
0.009900	-5.666021	-4.561825	-0.322687	-0.006761	-0.004135	-0.015512
0.010000	1.082407	0.782897	0.159078	0.001294	0.000698	0.007203
0.010100	-7.312255	-1.956645	0.039014	-0.008856	-0.001718	-0.001013
0.010200	3.485725	1.704945	0.347908	0.004193	0.001504	0.016225
0.010300	-2.490212	-4.470475	0.081774	-0.002895	-0.004135	0.003337
0.010400	-3.215547	-1.891282	0.044207	-0.003862	-0.001718	0.000920
0.010500	-7.325636	-2.473703	0.059207	-0.008856	-0.002202	-4.613480E-5
0.010600	1.010204	-1.854220	-0.249293	0.001294	-0.001718	-0.010034
0.010700	-0.333390	2.288657	-0.121732	-0.000479	0.002148	-0.005846
0.010800	5.129987	-0.919528	-0.203399	0.006288	-0.000913	-0.006490
0.010900	-0.220578	1.457984	0.196920	-0.000317	0.001343	0.008170
0.011000	0.238704	-1.142535	0.066012	0.000327	-0.001074	0.003176
0.011100	2.371664	-0.412653	0.107970	0.002905	-0.000430	0.005753
0.011200	3.551898	-0.740456	0.102551	0.004354	-0.000752	0.006076
0.011300	-1.493152	-1.691910	0.035816	-0.001767	-0.001557	0.001243
0.011400	-2.129549	-0.691814	-0.236148	-0.002573	-0.000591	-0.011001
0.011500	-1.449670	0.020648	-0.139308	-0.001767	5.378040E-5	-0.006651
0.011600	2.893586	-0.598342	-0.098581	0.003549	-0.000591	-0.002946
0.011700	1.992360	0.263685	0.014223	0.002421	0.000215	0.001404
0.011800	0.623202	3.384172	0.297421	0.000649	0.003115	0.012520
0.011900	0.914161	4.421456	0.247057	0.000971	0.004081	0.010264
0.012000	4.777239	0.660185	0.078155	0.005804	0.000537	0.005270
0.012100	-1.945642	6.256014	0.022540	-0.002573	0.005853	-0.001013
0.012200	1.997362	0.441334	0.059541	0.002421	0.000376	0.003337
0.012300	5.937968	-0.373296	-0.060204	0.007254	-0.000430	-4.613480E-5
0.012400	-1.087589	-1.339048	0.040846	-0.001284	-0.001235	0.001565
0.012500	-7.507573	0.644772	0.137636	-0.009178	0.000698	0.002693
0.012600	-1.563617	0.711501	-0.131500	-0.001928	0.000698	-0.006490
0.012700	0.532229	0.048565	-0.173253	0.000649	5.378040E-5	-0.007296
0.012800	3.454246	0.624677	-0.065275	0.004193	0.000537	-0.001496
0.012900	0.719284	-2.891126	-0.195211	0.000971	-0.002685	-0.007618
0.013000	-5.679495	-0.184984	0.198101	-0.006922	-0.000107	0.006237
0.013100	-4.458305	1.046331	0.210178	-0.005473	0.001020	0.007042
0.013200	1.690663	-1.136085	-0.096686	0.002099	-0.001074	-0.003268
0.013300	-4.359170	-0.175577	0.085005	-0.005311	-0.000107	0.001887
0.013400	2.262694	0.584321	-0.276897	0.002743	0.000537	-0.011162
0.013500	-0.805396	-0.644956	0.018815	-0.000962	-0.000591	0.000598
0.013600	5.690917	0.306138	-0.144069	0.006932	0.000215	-0.003912
0.013700	-0.140754	-0.467711	-0.042605	-0.000156	-0.000430	-0.001818
0.013800	1.363015	1.461479	-0.015382	0.001616	0.001343	-0.000368
0.013900	-1.639521	-2.219252	-0.024511	-0.001928	-0.002040	-0.001335
0.014000	-4.997436	0.677511	0.068862	-0.006117	0.000698	0.000759
0.014100	4.887861	-0.063201	-0.249381	0.005965	-0.000107	-0.008745
0.014200	2.531762	0.635153	0.181564	0.003066	0.000537	0.008814
0.014300	-1.213564	-1.152013	0.198969	-0.001445	-0.001074	0.008331
0.014400	1.441240	-0.608575	0.026940	0.001777	-0.000591	0.001887
0.014500	-0.820672	-1.180551	-0.143163	-0.000962	-0.001074	-0.006329
0.014600	-1.811764	1.251494	0.114812	-0.002251	0.001181	0.003981
0.014700	0.246388	-0.809935	-0.066418	0.000327	-0.000752	-0.002624
0.014800	1.163508	-1.130314	0.042240	0.001455	-0.001074	0.002531
0.014900	0.661761	-0.103668	0.010659	0.000810	-0.000107	0.000759
0.015000	0.506704	-0.973446	-0.013899	0.000649	-0.000913	-0.000207
0.015100	2.368803	-0.440646	-0.167146	0.002905	-0.000430	-0.006168
0.015200	-1.759050	-1.711722	-0.117787	-0.002090	-0.001557	-0.005523
0.015300	5.054584	1.178141	0.025677	0.006127	0.001020	0.003015
0.015400	1.318604	-0.260157	0.070516	0.001616	-0.000268	0.003659
0.015500	2.369615	-0.432702	-0.089072	0.002905	-0.000430	-0.002785
0.015600	-1.834066	0.389730	0.148467	-0.002251	0.000376	0.005592
0.015700	-1.976941	0.025283	-0.011535	-0.002412	5.378040E-5	-0.001335
0.015800	-0.396300	-0.128821	-0.072112	-0.000479	-0.000107	-0.003268
0.015900	2.393425	0.443815	0.022266	0.002905	0.000376	0.001887
0.016000	0.388992	-0.448136	0.067559	0.000488	-0.000430	0.003176
0.016100	0.925378	-0.106174	-0.055086	0.001132	-0.000107	-0.001979
0.016200	-0.398749	-5.305008	0.054187	-0.000317	-0.004940	0.003176
0.016300	-1.735472	-0.837474	-0.028755	-0.002090	-0.000752	-0.001818
0.016400	-2.914701	-0.499835	0.073326	-0.003539	-0.000430	0.002048
0.016500	1.991510	0.255362	-0.067568	0.002421	0.000215	-0.002140
0.016600	1.937869	-1.814006	0.002049	0.002421	-0.001718	0.001243
0.016700	0.958031	1.114292	0.035355	0.001132	0.001020	0.001726
0.016800	-2.378006	-0.154847	-0.019578	-0.002895	-0.000107	-0.001818
0.016900	0.288929	0.764694	0.103506	0.000327	0.000698	0.004465
0.017000	3.831307	-0.073602	-0.187160	0.004677	-0.000107	-0.006490
0.017100	0.757828	-1.484311	0.026057	0.000971	-0.001396	0.001726
0.017200	1.863060	0.418187	-0.147383	0.002260	0.000376	-0.005685
0.017300	-2.359932	0.536833	-0.024195	-0.002895	0.000537	-0.002140
0.017400	-2.590006	1.768507	0.217501	-0.003217	0.001665	0.008009
0.017500	2.165377	-3.199496	-0.050744	0.002743	-0.003007	-0.000691
0.017600	0.096486	3.522953	0.042968	4.776305E-6	0.003276	0.001243
0.017700	1.853753	0.069699	-0.171099	0.002260	5.378040E-5	-0.006651
0.017800	0.101178	3.697576	0.058544	4.776305E-6	0.003437	0.001887
0.017900	-2.103342	0.208157	0.105692	-0.002573	0.000215	0.003659
0.018000	-2.701271	2.614312	0.047560	-0.003378	0.002470	0.000437
0.018100	-1.963444	0.543476	-0.020574	-0.002412	0.000537	-0.001818
0.018200	0.489326	-1.658318	0.057637	0.000649	-0.001557	0.003015
0.018300	0.012718	0.386557	-0.170475	4.776305E-6	0.000376	-0.007457
0.018400	1.211335	0.753461	-0.150768	0.001455	0.000698	-0.006168
0.018500	-1.576418	0.200117	-0.055541	-0.001928	0.000215	-0.003107
0.018600	3.622453	2.009244	-0.083216	0.004354	0.001826	-0.002463
0.018700	1.093778	1.280284	-0.054439	0.001294	0.001181	-0.002140
0.018800	1.649784	2.329058	-0.032990	0.001938	0.002148	-0.001174
0.018900	-3.450414	-5.730021	-0.248857	-0.004023	-0.005262	-0.011162
0.019000	1.392615	-2.371445	-0.292400	0.001777	-0.002202	-0.011645
0.019100	0.435104	1.290145	0.145244	0.000488	0.001181	0.006237
0.019200	0.861385	2.489260	-0.035809	0.000971	0.002309	-0.001657
0.019300	0.562471	1.116728	0.120961	0.000649	0.001020	0.005270
0.019400	-4.694270	2.091655	0.321047	-0.005795	0.001987	0.011553
0.019500	-4.642329	-0.879126	0.014092	-0.005634	-0.000752	-0.001174
0.019600	-0.855892	2.468671	0.029053	-0.001123	0.002309	0.000437
0.019700	7.292261	0.869439	0.043546	0.008865	0.000698	0.004787
0.019800	2.754035	4.093249	0.134901	0.003227	0.003759	0.006237
0.019900	-0.828742	-1.516934	-0.047910	-0.000962	-0.001396	-0.002140
0.020000	4.589411	-1.431194	-0.047998	0.005643	-0.001396	0.000115
0.020100	0.862236	-2.525922	-0.027774	0.001132	-0.002363	-0.000368
0.020200	3.087859	1.813533	-0.223828	0.003710	0.001665	-0.008745
0.020300	-1.128739	2.123446	0.078518	-0.001445	0.001987	0.002531
0.020400	-4.017444	-2.249273	0.050427	-0.004828	-0.002040	0.000920
0.020500	-2.666284	3.986325	-0.073207	-0.003378	0.003759	-0.005040
0.020600	-1.035547	0.585961	0.253075	-0.001284	0.000537	0.010425
0.020700	-3.269769	1.057180	0.131813	-0.004023	0.001020	0.004142
0.020800	0.747941	-1.838473	-0.053426	0.000971	-0.001718	-0.001657
0.020900	-1.434702	-4.470289	-0.080828	-0.001606	-0.004135	-0.003268
0.021000	-3.462327	-1.209200	-0.013633	-0.004184	-0.001074	-0.001818
0.021100	-3.996843	-1.404154	-0.146809	-0.004828	-0.001235	-0.007779
0.021200	-7.443658	3.072085	0.184679	-0.009178	0.002954	0.004304
0.021300	0.122437	-0.474379	-0.149246	0.000166	-0.000430	-0.006329
0.021400	2.189858	-2.187698	-0.310478	0.002743	-0.002040	-0.012128
0.021500	-1.354647	-1.370209	-0.224290	-0.001606	-0.001235	-0.010034
0.021600	1.174801	-0.633684	-0.178712	0.001455	-0.000591	-0.007134
0.021700	-2.858392	1.595635	0.260235	-0.003539	0.001504	0.009781
0.021800	-1.542411	1.433824	0.165023	-0.001928	0.001343	0.006237
0.021900	1.399975	-2.170721	-0.020298	0.001777	-0.002040	0.000115
0.022000	-3.349037	-1.906484	-0.084643	-0.004023	-0.001718	-0.004718
0.022100	-0.400915	-0.302687	-0.080253	-0.000479	-0.000268	-0.003590
0.022200	0.228082	-1.503886	-0.084108	0.000327	-0.001396	-0.003268
0.022300	1.569149	-0.776696	0.054706	0.001938	-0.000752	0.003176
0.022400	1.198921	0.245860	-0.037631	0.001455	0.000215	-0.001174
0.022500	2.173679	-2.860843	-0.123690	0.002743	-0.002685	-0.003912
0.022600	-3.557505	0.180144	0.056478	-0.004345	0.000215	0.000920
0.022700	-1.452158	-0.132412	0.057029	-0.001767	-0.000107	0.001887
0.022800	0.256585	-0.452746	0.042807	0.000327	-0.000430	0.002048
0.022900	2.831411	-3.008632	0.021675	0.003549	-0.002846	0.002693
0.023000	-3.092756	-2.238187	0.015502	-0.003700	-0.002040	-0.000207
0.023100	-1.178886	0.216974	0.048460	-0.001445	0.000215	0.001565
0.023200	1.279364	-1.673782	-0.217672	0.001616	-0.001557	-0.008584
0.023300	-2.833215	2.614241	0.067421	-0.003539	0.002470	0.001243
0.023400	2.510402	-0.088683	-0.129830	0.003066	-0.000107	-0.004557
0.023500	-0.034220	-1.488517	0.108042	4.776305E-6	-0.001396	0.004948
0.023600	-1.758084	-1.702265	-0.024843	-0.002090	-0.001557	-0.001496
0.023700	-0.691681	-1.338080	-0.011300	-0.000801	-0.001235	-0.000529
0.023800	-5.675382	-0.016036	0.157910	-0.006922	5.378040E-5	0.004465
0.023900	2.652349	0.266686	-0.059055	0.003227	0.000215	-0.001496
0.024000	7.400124	-0.009656	-0.113678	0.009026	-0.000107	-0.001818
0.024100	4.333865	-1.092304	-0.077505	0.005321	-0.001074	-0.001335
0.024200	-2.613700	0.893125	0.117315	-0.003217	0.000859	0.003820
0.024300	1.175072	-0.631036	-0.152688	0.001455	-0.000591	-0.006007
0.024400	-2.992075	1.578541	0.112795	-0.003700	0.001504	0.003337
0.024500	3.558847	-0.415044	-0.100517	0.004354	-0.000430	-0.002785
0.024600	0.028767	0.929718	0.065858	4.776305E-6	0.000859	0.002693
0.024700	0.484246	3.186782	0.078640	0.000488	0.002954	0.003015
0.024800	-2.121415	-0.483523	0.110309	-0.002573	-0.000430	0.003981
0.024900	1.166383	-0.973471	-0.116920	0.001455	-0.000913	-0.004396
0.025000	2.476574	3.574158	0.176226	0.002905	0.003276	0.008009
0.025100	-0.599689	2.136212	0.121762	-0.000801	0.001987	0.004626
0.025200	2.351193	-1.127787	-0.117915	0.002905	-0.001074	-0.003912
0.025300	1.530875	-2.180864	-0.140538	0.001938	-0.002040	-0.005040
0.025400	0.339463	2.674949	0.170742	0.000327	0.002470	0.007042
0.025500	-3.519772	1.579015	0.199673	-0.004345	0.001504	0.006881
0.025600	-1.433814	0.561917	0.078437	-0.001767	0.000537	0.002693
0.025700	0.157488	0.769541	0.171697	0.000166	0.000698	0.007364
0.025800	-0.287741	-1.001107	-0.162416	-0.000317	-0.000913	-0.006973
0.025900	-4.030593	-2.764062	0.092927	-0.004828	-0.002524	0.002854
0.026000	1.223426	1.129186	0.140627	0.001455	0.001020	0.006398
0.026100	2.730226	-1.806773	-0.050194	0.003388	-0.001718	-0.000691
0.026200	5.309280	0.830929	-0.026607	0.006449	0.000698	0.000920
0.026300	0.052978	1.938867	-0.219900	4.776305E-6	0.001826	-0.009873
0.026400	1.262449	2.669390	-0.027766	0.001455	0.002470	-0.001174
0.026500	1.486966	1.125923	0.067446	0.001777	0.001020	0.003337
